project_name,requirement_id,expected_implemented,predicted_implemented,predicted_status,outcome
participium-team09,PT04,True,False,not_assessable,false_negative
participium-team09,PT05,True,True,implemented,true_positive
participium-team09,PT06,True,True,implemented,true_positive
participium-team09,PT07,True,False,not_assessable,false_negative
participium-team09,PT08,True,True,implemented,true_positive
participium-team09,PT09,True,True,implemented,true_positive
participium-team09,PT10,True,True,implemented,true_positive
participium-team09,PT11,True,True,implemented,true_positive
participium-team09,PT12,False,False,not_assessable,true_negative
participium-team09,PT13,False,False,not_assessable,true_negative
participium-team09,PT14,False,False,not_assessable,true_negative
participium-team09,PT15,True,True,partially_implemented,true_positive
participium-team09,PT16,False,False,not_implemented,true_negative
participium-team09,PT17,False,False,not_assessable,true_negative
participium-team09,PT18,False,True,implemented,false_positive
participium-team09,PT19,False,True,partially_implemented,false_positive
participium-team09,PT20,False,True,implemented,false_positive
participium-team09,PT21,False,True,implemented,false_positive
participium-team09,PT22,False,False,not_assessable,true_negative
participium-team09,PT23,False,False,not_implemented,true_negative
participium-team09,PT24,True,True,implemented,true_positive
participium-team09,PT25,True,True,implemented,true_positive
participium-team09,PT26,True,True,implemented,true_positive
participium-team09,PT27,True,True,implemented,true_positive
participium-team09,PT28,True,False,not_assessable,false_negative
participium-team09,PT29,False,False,not_implemented,true_negative
participium-team09,PT30,True,False,not_implemented,false_negative
participium-team10,PT01,True,True,implemented,true_positive
participium-team10,PT02,True,True,implemented,true_positive
participium-team10,PT03,True,True,implemented,true_positive
participium-team10,PT04,True,True,implemented,true_positive
participium-team10,PT05,True,True,implemented,true_positive
participium-team10,PT06,True,True,implemented,true_positive
participium-team10,PT07,True,True,implemented,true_positive
participium-team10,PT08,True,True,implemented,true_positive
participium-team10,PT09,True,True,implemented,true_positive
participium-team10,PT10,True,True,implemented,true_positive
participium-team10,PT11,True,True,implemented,true_positive
participium-team10,PT12,True,False,not_assessable,false_negative
participium-team10,PT13,False,False,not_assessable,true_negative
participium-team10,PT14,False,False,not_assessable,true_negative
participium-team10,PT15,True,True,partially_implemented,true_positive
participium-team10,PT16,False,False,not_implemented,true_negative
participium-team10,PT17,False,False,not_assessable,true_negative
participium-team10,PT18,False,True,implemented,false_positive
participium-team10,PT19,False,True,partially_implemented,false_positive
participium-team10,PT20,False,False,not_implemented,true_negative
participium-team10,PT21,False,False,not_implemented,true_negative
participium-team10,PT22,False,True,partially_implemented,false_positive
participium-team10,PT23,False,False,not_implemented,true_negative
participium-team10,PT24,True,True,implemented,true_positive
participium-team10,PT25,True,True,implemented,true_positive
participium-team10,PT26,True,True,implemented,true_positive
participium-team10,PT27,True,True,implemented,true_positive
participium-team10,PT28,True,True,implemented,true_positive
participium-team10,PT29,False,False,not_implemented,true_negative
participium-team10,PT30,True,True,implemented,true_positive
participium-team11,PT01,True,True,implemented,true_positive
participium-team11,PT02,True,False,not_implemented,false_negative
participium-team11,PT03,True,True,implemented,true_positive
participium-team11,PT04,True,False,not_implemented,false_negative
participium-team11,PT05,True,True,implemented,true_positive
participium-team11,PT06,True,True,implemented,true_positive
participium-team11,PT07,True,False,not_implemented,false_negative
participium-team11,PT08,True,True,implemented,true_positive
participium-team11,PT09,True,True,implemented,true_positive
participium-team11,PT10,True,True,implemented,true_positive
participium-team11,PT11,True,True,implemented,true_positive
participium-team11,PT12,True,False,not_implemented,false_negative
participium-team11,PT13,False,False,not_implemented,true_negative
participium-team11,PT14,False,False,not_implemented,true_negative
participium-team11,PT15,True,False,not_implemented,false_negative
participium-team11,PT16,False,False,not_implemented,true_negative
participium-team11,PT17,False,False,not_implemented,true_negative
participium-team11,PT18,False,True,implemented,false_positive
participium-team11,PT19,False,True,partially_implemented,false_positive
participium-team11,PT20,False,False,not_implemented,true_negative
participium-team11,PT21,False,False,not_implemented,true_negative
participium-team11,PT22,False,False,not_implemented,true_negative
participium-team11,PT23,False,False,not_implemented,true_negative
participium-team11,PT24,True,True,implemented,true_positive
participium-team11,PT25,True,True,implemented,true_positive
participium-team11,PT26,True,True,implemented,true_positive
participium-team11,PT27,True,True,implemented,true_positive
participium-team11,PT28,True,False,not_implemented,false_negative
participium-team11,PT29,False,False,not_implemented,true_negative
participium-team11,PT30,True,False,not_implemented,false_negative
participium-team12,PT01,True,True,implemented,true_positive
participium-team12,PT02,True,True,implemented,true_positive
participium-team12,PT03,True,True,implemented,true_positive
participium-team12,PT04,True,False,not_assessable,false_negative
participium-team12,PT05,True,True,implemented,true_positive
participium-team12,PT06,True,True,implemented,true_positive
participium-team12,PT07,True,False,not_assessable,false_negative
participium-team12,PT08,True,True,partially_implemented,true_positive
participium-team12,PT09,True,True,implemented,true_positive
participium-team12,PT10,True,True,implemented,true_positive
participium-team12,PT11,True,True,implemented,true_positive
participium-team12,PT12,True,False,not_assessable,false_negative
participium-team12,PT13,False,False,not_assessable,true_negative
participium-team12,PT14,False,False,not_assessable,true_negative
participium-team12,PT15,True,True,implemented,true_positive
participium-team12,PT16,False,False,not_implemented,true_negative
participium-team12,PT17,False,False,not_assessable,true_negative
participium-team12,PT18,False,True,implemented,false_positive
participium-team12,PT19,False,True,partially_implemented,false_positive
participium-team12,PT20,False,True,implemented,false_positive
participium-team12,PT21,False,True,implemented,false_positive
participium-team12,PT22,False,True,partially_implemented,false_positive
participium-team12,PT23,False,False,not_implemented,true_negative
participium-team12,PT24,True,False,not_implemented,false_negative
participium-team12,PT25,True,True,implemented,true_positive
participium-team12,PT26,True,True,implemented,true_positive
participium-team12,PT27,True,True,implemented,true_positive
participium-team12,PT28,True,False,not_assessable,false_negative
participium-team12,PT29,False,False,not_implemented,true_negative
participium-team12,PT30,True,True,partially_implemented,true_positive
participium-team13,PT01,True,True,implemented,true_positive
participium-team13,PT02,True,True,implemented,true_positive
participium-team13,PT03,True,True,partially_implemented,true_positive
participium-team13,PT04,True,True,implemented,true_positive
participium-team13,PT05,True,True,implemented,true_positive
participium-team13,PT06,True,True,implemented,true_positive
participium-team13,PT07,True,True,implemented,true_positive
participium-team13,PT08,True,True,implemented,true_positive
participium-team13,PT09,True,True,implemented,true_positive
participium-team13,PT10,True,True,implemented,true_positive
participium-team13,PT11,True,True,implemented,true_positive
participium-team13,PT12,True,True,implemented,true_positive
participium-team13,PT13,True,True,implemented,true_positive
participium-team13,PT14,True,False,not_assessable,false_negative
participium-team13,PT15,True,False,not_implemented,false_negative
participium-team13,PT16,False,False,not_implemented,true_negative
participium-team13,PT17,False,True,partially_implemented,false_positive
participium-team13,PT18,False,True,implemented,false_positive
participium-team13,PT19,False,True,partially_implemented,false_positive
participium-team13,PT20,False,False,not_implemented,true_negative
participium-team13,PT21,False,False,not_implemented,true_negative
participium-team13,PT22,False,True,partially_implemented,false_positive
participium-team13,PT23,False,False,not_implemented,true_negative
participium-team13,PT24,True,True,implemented,true_positive
participium-team13,PT25,True,True,implemented,true_positive
participium-team13,PT26,True,True,implemented,true_positive
participium-team13,PT27,True,True,implemented,true_positive
participium-team13,PT28,True,True,implemented,true_positive
participium-team13,PT29,False,False,not_implemented,true_negative
participium-team13,PT30,True,True,partially_implemented,true_positive
participium-team14,PT01,True,True,implemented,true_positive
participium-team14,PT02,True,True,implemented,true_positive
participium-team14,PT03,True,True,partially_implemented,true_positive
participium-team14,PT04,True,False,not_assessable,false_negative
participium-team14,PT05,True,True,implemented,true_positive
participium-team14,PT06,True,True,implemented,true_positive
participium-team14,PT07,True,True,implemented,true_positive
participium-team14,PT08,True,True,implemented,true_positive
participium-team14,PT09,True,True,implemented,true_positive
participium-team14,PT10,False,False,not_implemented,true_negative
participium-team14,PT11,True,True,implemented,true_positive
participium-team14,PT12,False,False,not_assessable,true_negative
participium-team14,PT13,False,False,not_assessable,true_negative
participium-team14,PT14,False,False,not_assessable,true_negative
participium-team14,PT15,True,False,not_assessable,false_negative
participium-team14,PT16,False,False,not_implemented,true_negative
participium-team14,PT17,False,False,not_assessable,true_negative
participium-team14,PT18,False,True,partially_implemented,false_positive
participium-team14,PT19,False,True,partially_implemented,false_positive
participium-team14,PT20,False,False,not_implemented,true_negative
participium-team14,PT21,False,False,not_implemented,true_negative
participium-team14,PT22,False,True,partially_implemented,false_positive
participium-team14,PT23,False,True,partially_implemented,false_positive
participium-team14,PT24,True,True,implemented,true_positive
participium-team14,PT25,True,True,implemented,true_positive
participium-team14,PT26,True,True,implemented,true_positive
participium-team14,PT27,True,True,implemented,true_positive
participium-team14,PT28,True,True,implemented,true_positive
participium-team14,PT29,False,False,not_implemented,true_negative
participium-team14,PT30,True,True,implemented,true_positive
participium-team15,PT01,True,True,implemented,true_positive
participium-team15,PT02,True,True,implemented,true_positive
participium-team15,PT03,True,False,not_implemented,false_negative
participium-team15,PT04,True,False,not_assessable,false_negative
participium-team15,PT05,True,True,implemented,true_positive
participium-team15,PT06,True,True,implemented,true_positive
participium-team15,PT07,True,False,not_assessable,false_negative
participium-team15,PT08,True,True,implemented,true_positive
participium-team15,PT09,True,True,implemented,true_positive
participium-team15,PT10,True,False,not_implemented,false_negative
participium-team15,PT11,True,True,implemented,true_positive
participium-team15,PT12,True,True,implemented,true_positive
participium-team15,PT13,True,True,implemented,true_positive
participium-team15,PT14,True,False,not_implemented,false_negative
participium-team15,PT15,True,False,not_implemented,false_negative
participium-team15,PT16,False,False,not_implemented,true_negative
participium-team15,PT17,False,False,not_implemented,true_negative
participium-team15,PT18,False,True,implemented,false_positive
participium-team15,PT19,False,False,not_implemented,true_negative
participium-team15,PT20,False,False,not_implemented,true_negative
participium-team15,PT21,False,False,not_implemented,true_negative
participium-team15,PT22,False,False,not_implemented,true_negative
participium-team15,PT23,False,False,not_implemented,true_negative
participium-team15,PT24,True,True,implemented,true_positive
participium-team15,PT25,True,True,implemented,true_positive
participium-team15,PT26,True,True,implemented,true_positive
participium-team15,PT27,True,True,implemented,true_positive
participium-team15,PT28,True,False,not_assessable,false_negative
participium-team15,PT29,False,False,not_implemented,true_negative
participium-team15,PT30,True,False,not_implemented,false_negative
participium-team16,PT01,True,True,implemented,true_positive
participium-team16,PT02,True,True,implemented,true_positive
participium-team16,PT03,True,True,implemented,true_positive
participium-team16,PT04,True,True,implemented,true_positive
participium-team16,PT05,True,True,implemented,true_positive
participium-team16,PT06,True,True,implemented,true_positive
participium-team16,PT07,True,True,implemented,true_positive
participium-team16,PT08,True,True,implemented,true_positive
participium-team16,PT09,True,True,implemented,true_positive
participium-team16,PT10,True,True,implemented,true_positive
participium-team16,PT11,True,True,implemented,true_positive
participium-team16,PT12,True,True,implemented,true_positive
participium-team16,PT13,True,True,implemented,true_positive
participium-team16,PT14,True,True,implemented,true_positive
participium-team16,PT15,True,True,implemented,true_positive
participium-team16,PT16,True,True,implemented,true_positive
participium-team16,PT17,True,True,implemented,true_positive
participium-team16,PT18,True,True,implemented,true_positive
participium-team16,PT19,True,True,partially_implemented,true_positive
participium-team16,PT20,True,True,implemented,true_positive
participium-team16,PT21,False,True,partially_implemented,false_positive
participium-team16,PT22,False,True,partially_implemented,false_positive
participium-team16,PT23,False,False,not_implemented,true_negative
participium-team16,PT24,True,True,implemented,true_positive
participium-team16,PT25,True,True,implemented,true_positive
participium-team16,PT26,True,True,implemented,true_positive
participium-team16,PT27,True,True,implemented,true_positive
participium-team16,PT28,True,True,implemented,true_positive
participium-team16,PT29,False,False,not_implemented,true_negative
participium-team16,PT30,True,True,partially_implemented,true_positive
participium-team17,PT01,True,True,implemented,true_positive
participium-team17,PT02,True,True,partially_implemented,true_positive
participium-team17,PT03,True,True,partially_implemented,true_positive
participium-team17,PT04,True,True,partially_implemented,true_positive
participium-team17,PT05,True,True,implemented,true_positive
participium-team17,PT06,True,True,implemented,true_positive
participium-team17,PT07,True,True,implemented,true_positive
participium-team17,PT08,True,True,implemented,true_positive
participium-team17,PT09,True,True,implemented,true_positive
participium-team17,PT10,True,True,partially_implemented,true_positive
participium-team17,PT11,True,True,implemented,true_positive
participium-team17,PT12,False,False,not_implemented,true_negative
participium-team17,PT13,False,False,not_implemented,true_negative
participium-team17,PT14,False,False,not_implemented,true_negative
participium-team17,PT15,True,True,partially_implemented,true_positive
participium-team17,PT16,False,False,not_implemented,true_negative
participium-team17,PT17,False,False,not_implemented,true_negative
participium-team17,PT18,False,False,not_implemented,true_negative
participium-team17,PT19,False,True,partially_implemented,false_positive
participium-team17,PT20,False,False,not_implemented,true_negative
participium-team17,PT21,False,False,not_implemented,true_negative
participium-team17,PT22,False,False,not_implemented,true_negative
participium-team17,PT23,False,False,not_implemented,true_negative
participium-team17,PT24,True,True,implemented,true_positive
participium-team17,PT25,True,True,implemented,true_positive
participium-team17,PT26,True,True,implemented,true_positive
participium-team17,PT27,True,True,implemented,true_positive
participium-team17,PT28,True,True,implemented,true_positive
participium-team17,PT29,False,False,not_implemented,true_negative
participium-team17,PT30,True,False,not_implemented,false_negative
participium-team18,PT01,True,True,implemented,true_positive
participium-team18,PT02,True,True,implemented,true_positive
participium-team18,PT03,True,True,partially_implemented,true_positive
participium-team18,PT04,True,True,partially_implemented,true_positive
participium-team18,PT05,True,True,implemented,true_positive
participium-team18,PT06,True,True,implemented,true_positive
participium-team18,PT07,True,False,not_assessable,false_negative
participium-team18,PT08,True,True,implemented,true_positive
participium-team18,PT09,True,True,implemented,true_positive
participium-team18,PT10,True,True,partially_implemented,true_positive
participium-team18,PT11,False,True,implemented,false_positive
participium-team18,PT12,False,False,not_assessable,true_negative
participium-team18,PT13,False,False,not_assessable,true_negative
participium-team18,PT14,False,False,not_assessable,true_negative
participium-team18,PT15,True,True,partially_implemented,true_positive
participium-team18,PT16,False,False,not_implemented,true_negative
participium-team18,PT17,False,False,not_assessable,true_negative
participium-team18,PT18,False,False,not_implemented,true_negative
participium-team18,PT19,False,True,partially_implemented,false_positive
participium-team18,PT20,False,False,not_implemented,true_negative
participium-team18,PT21,False,False,not_implemented,true_negative
participium-team18,PT22,False,False,not_implemented,true_negative
participium-team18,PT23,False,False,not_implemented,true_negative
participium-team18,PT24,True,True,implemented,true_positive
participium-team18,PT25,True,True,implemented,true_positive
participium-team18,PT26,True,True,implemented,true_positive
participium-team18,PT27,True,True,implemented,true_positive
participium-team18,PT28,True,False,not_assessable,false_negative
participium-team18,PT29,False,False,not_implemented,true_negative
participium-team18,PT30,True,False,not_implemented,false_negative
